symbol	Astrocyte	Endothelial	Microglia	MO	Neuron	OPC
Hgf	139.866824979925	0.361931178560993	0.277193598832721	0.335715811037443	3.7756528408707	2.85078157925707
Aqp4	1568.98262162062	4.36341333423705	2.35298003917946	4.7735431171414	60.6132894744957	37.8865721763717
Plcd4	166.554801611691	0.396886491786414	0.880723063667223	1.50704841869574	3.63260453603716	4.41895066875126
Bmpr1b	147.231652468055	0.387650008109537	0.339290508843227	0.609033802856411	4.58715251587537	4.6194710893741
Atp13a4	374.065027156935	0.426611899481628	0.649402233505328	1.16929145552719	7.57185297586934	17.1279123545239
Ppp1r3c	514.578378171516	1.98018881586344	2.6160409223757	5.92933879706488	14.3645335045255	12.3027911369404
Slc14a1	260.829978632977	0.52058732999499	2.29283041420075	0.721815850995384	9.39081120051611	7.04167714539267
Pla2g3	232.665586703919	0.422073282502473	0.369774874874856	2.91923194208758	12.5883718432497	3.19929093456582
Itih3	336.783470011232	0.698248487615225	1.75044847130076	5.48642892756318	10.5985620954745	8.91602956794268
Tnc	578.305714546603	2.35625340694724	0.481941264642517	0.427564299779176	53.7812266320943	0.845532053777785
Slc30a10	317.491941159236	4.60262269842747	0.379466949058042	0.744040237686063	20.1945115069145	4.23173036922895
Nwd1	261.516770382725	0.361931178560993	0.686098508086798	1.9401419578827	7.71418547271196	13.3287153897761
Ptx3	104.038956893101	0.471627089815152	0.277193598832721	0.335715811037443	9.0773490968651	0.431611913046786
Fgfr3	1440.1529769829	2.83003036796305	9.55605944214286	14.3239848309555	48.7862721241527	56.7428096949045
Grm3	776.944019838584	6.23721971878606	2.13073868534733	9.61706955225166	30.0358388677034	26.1437047000482
Gdpd2	347.972006805869	0.382059981056663	0.6657469540605	0.774241232046991	24.442494627839	10.5000021276331
Paqr6	108.214265626204	0.361931178560993	0.417197155763158	2.2427880829539	5.87322001461764	1.96404785225984
Fmo1	320.99810100987	9.98487410996961	1.27868714157537	0.977349297724644	10.9230600014604	8.11240055674305
Egfr	189.409104052517	0.697416045904534	1.36621379234279	0.537816729281983	14.2597860769041	3.88587326912587
Slc4a4	1309.09343836155	2.38372217374413	2.29117556841572	6.02186878890302	64.6680842581865	68.5092259172038
Phkg1	136.713049832108	0.672048289599194	1.96116688722941	2.08245692591864	3.96255854681717	4.6284097720933
Slc6a11	2744.12359577184	3.89535850515429	12.4806667348672	26.6060017413825	180.822360238634	85.5483945462861
Cbs	445.288383844026	0.71710329236236	5.76391102734383	6.09226168016135	19.0964620488384	14.4484418596742
Chrdl1	238.767168155526	0.361931178560993	0.539075023265923	1.64323993033836	10.4770446770442	14.157464214315
